MARCA,TRACCION,CILINDRAJE,TRANSMISION,SEG_GENERAL,PRECIO,SEGMENTO
TOYOTA,4X4,2694,M,PASAJEROS,40990,CAMIONETA
TOYOTA,4X4,2694,M,PASAJEROS,44990,CAMIONETA
TOYOTA,4X2,2000,M,PASAJEROS,39990,SUV
TOYOTA,4X2,1987,A,PASAJEROS,41990,SUV
TOYOTA,4X4,2500,A,PASAJEROS,56990,SUV
TOYOTA,4X2,1500,A,PASAJEROS,28999,SUV
TOYOTA,4X2,1500,M,PASAJEROS,26999,SUV
TOYOTA,4X2,1496,M,PASAJEROS,19990,AUTOMOVIL
UD TRUCKS,6X4,7698,M,PESADO,100900,CAMION
UD TRUCKS,6X4,10837,A,PESADO,115089,CAMION
UD TRUCKS,4X2,5100,M,PESADO,50500,CAMION
UD TRUCKS,4X2,7698,M,PESADO,67990,CAMION
UD TRUCKS,4X2,7698,M,PESADO,83900,CAMION
VENTURA,4X2,2982,M,PASAJEROS,53000,VAN
VOLKSWAGEN,4X2,8300,M,PESADO,91010,CAMION
VOLKSWAGEN,4X4,1984,A,PASAJEROS,39990,SUV
ENRANGER,4X2,1500,A,PASAJEROS,29990,SUV
ZOTYE,4X2,1500,M,PASAJEROS,26490,SUV
ZX,4X2,2500,M,PASAJEROS,26500,CAMIONETA
ZX,4X2,2400,M,PASAJEROS,23500,CAMIONETA
ZX,4X2,2500,M,PASAJEROS,27990,CAMIONETA
ZX,4X4,2500,M,PASAJEROS,29990,CAMIONETA
MITSUBISHI,4X2,2400,M,PASAJEROS,24990,CAMIONETA
ZX,4X4,2400,M,PASAJEROS,29990,CAMIONETA
